index,temp_key,chem_key,country_key,iso_code,population,gdp,co2 without land_use,co2
4445,304445,204445,122,BHR,256644.0,1666864512.0,5.518,5.518
4446,304446,204446,122,BHR,270637.0,1810668800.0,5.401,5.401
4447,304447,204447,122,BHR,285125.0,1617948800.0,5.749,5.749
4448,304448,204448,122,BHR,300046.0,1881419392.0,6.57,6.57
4449,304449,204449,122,BHR,315350.0,2106852480.0,7.464,7.464
4450,304450,204450,122,BHR,330930.0,2269678848.0,7.76,7.76
4451,304451,204451,122,BHR,346705.0,2261751040.0,8.127,8.127
4452,304452,204452,122,BHR,362600.0,2430890496.0,7.881,7.881
4453,304453,204453,122,BHR,377435.0,2498560512.0,8.519,8.519
4454,304454,204454,122,BHR,391031.0,2659375872.0,9.831,9.831
4455,304455,204455,122,BHR,404779.0,2845479168.0,8.222,8.222
4456,304456,204456,122,BHR,419228.0,2965760512.0,9.2,9.2
4457,304457,204457,122,BHR,434387.0,2955779328.0,10.186,10.186
4458,304458,204458,122,BHR,450202.0,3024145408.0,11.003,11.003
4459,304459,204459,122,BHR,466573.0,3084997120.0,11.421,11.421
4460,304460,204460,122,BHR,483343.0,3193430272.0,12.143,12.143
4461,304461,204461,122,BHR,500360.0,3272824064.0,11.717,11.717
4462,304462,204462,122,BHR,517429.0,3274114048.0,12.406,12.406
4463,304463,204463,122,BHR,535419.0,3631865856.0,11.857,11.857
4464,304464,204464,122,BHR,554480.0,4219815168.0,10.874,10.874
4465,304465,204465,122,BHR,573762.0,4925347840.0,14.609,14.609
4466,304466,204466,122,BHR,593259.0,5510148608.0,14.754,14.754
4467,304467,204467,122,BHR,612941.0,6084213760.0,14.786,14.786
4468,304468,204468,122,BHR,632763.0,6797881344.0,15.59,15.59
4469,304469,204469,122,BHR,652651.0,7521835520.0,17.289,17.289
4470,304470,204470,122,BHR,672484.0,8531816960.0,18.366,18.366
4471,304471,204471,122,BHR,692138.0,9805050880.0,17.989,17.989
4472,304472,204472,122,BHR,711446.0,11416501248.0,18.794,18.794
4473,304473,204473,122,BHR,730263.0,12778555392.0,14.078,14.078
4474,304474,204474,122,BHR,748332.0,14457704448.0,15.868,15.868
4475,304475,204475,122,BHR,778260.0,16810481664.0,16.769,16.769
4476,304476,204476,122,BHR,833454.0,19587602432.0,17.884,17.884
4477,304477,204477,122,BHR,901928.0,22640009216.0,19.804,19.804
4478,304478,204478,122,BHR,970986.0,25959809024.0,19.421,19.421
4479,304479,204479,122,BHR,1040545.0,30196430848.0,26.771,26.771
4480,304480,204480,122,BHR,1110352.0,34434658304.0,29.681,29.681
4481,304481,204481,122,BHR,1179460.0,37946552320.0,28.098,28.098
4482,304482,204482,122,BHR,1213655.0,42648158208.0,29.075,29.075
4483,304483,204483,122,BHR,1212086.0,46914961408.0,28.468,28.468
4484,304484,204484,122,BHR,1224948.0,48471822336.0,27.119,27.119
4485,304485,204485,122,BHR,1261683.0,51083276288.0,31.158,31.158
4486,304486,204486,122,BHR,1311142.0,53661769728.0,30.9,30.9
4487,304487,204487,122,BHR,1362157.0,56045613056.0,32.46,32.46
4488,304488,204488,122,BHR,1409668.0,59105439744.0,31.56,31.56
4489,304489,204489,122,BHR,1456844.0,61359722496.0,32.835,32.835
4490,304490,204490,122,BHR,1487346.0,62559305728.0,32.787,32.787
4491,304491,204491,122,BHR,1494195.0,,37.814,37.814
4492,304492,204492,122,BHR,1477478.0,,37.603,37.603
4493,304493,204493,122,BHR,1463266.0,,39.016,39.016
4590,304590,204590,123,BGD,38192621.0,,0.117,27.487000000000002
4591,304591,204591,123,BGD,38515003.0,,0.121,27.564
4592,304592,204592,123,BGD,38840107.0,,0.134,28.86
4593,304593,204593,123,BGD,39243938.0,,0.19,28.366
4594,304594,204594,123,BGD,39728540.0,39301173248.0,0.993,36.644000000000005
4595,304595,204595,123,BGD,40548596.0,39781163008.0,1.226,46.183
4596,304596,204596,123,BGD,41426888.0,40974778368.0,1.295,51.895
4597,304597,204597,123,BGD,42329284.0,41553350656.0,1.318,54.556
4598,304598,204598,123,BGD,43282036.0,42373087232.0,1.339,58.717
4599,304599,204599,123,BGD,44315552.0,40166604800.0,1.379,63.080999999999996
4600,304600,204600,123,BGD,45407672.0,44305387520.0,1.634,69.711
4601,304601,204601,123,BGD,46560516.0,43387752448.0,1.689,71.12200000000001
4602,304602,204602,123,BGD,47742792.0,42582511616.0,1.896,74.553
4603,304603,204603,123,BGD,49004964.0,44798767104.0,1.84,77.282
4604,304604,204604,123,BGD,50396428.0,47441014784.0,2.212,85.568
4605,304605,204605,123,BGD,51882776.0,50082291712.0,2.29,70.07400000000001
4606,304606,204606,123,BGD,53461664.0,49816424448.0,2.517,54.143
4607,304607,204607,123,BGD,55094120.0,55102218240.0,2.893,51.258
4608,304608,204608,123,BGD,56774476.0,55737696256.0,2.975,56.799
4609,304609,204609,123,BGD,58500156.0,58415452160.0,3.121,54.454
4610,304610,204610,123,BGD,60265264.0,59220692992.0,3.176,49.892
4611,304611,204611,123,BGD,62104488.0,57806946304.0,3.371,48.402
4612,304612,204612,123,BGD,63995656.0,63239028736.0,3.866,44.903
4613,304613,204613,123,BGD,65866916.0,64108445696.0,3.749,42.258
4614,304614,204614,123,BGD,67541864.0,67600674816.0,3.803,45.022999999999996
4615,304615,204615,123,BGD,68376208.0,64585773056.0,3.606,55.342
4616,304616,204616,123,BGD,69346712.0,57036337152.0,3.506,57.22
4617,304617,204617,123,BGD,71144816.0,57327091712.0,4.55,41.007
4618,304618,204618,123,BGD,72947808.0,65037824000.0,4.653,37.373
4619,304619,204619,123,BGD,74700344.0,64196587520.0,4.857,34.279
4620,304620,204620,123,BGD,76380080.0,67082022912.0,5.556,30.728
4621,304621,204621,123,BGD,78137792.0,67704295424.0,5.785,31.763
4622,304622,204622,123,BGD,80007552.0,72709603328.0,5.984,29.25
4623,304623,204623,123,BGD,81908160.0,76312879104.0,6.613,28.669999999999998
4624,304624,204624,123,BGD,83929768.0,76945170432.0,7.597,29.031000000000002
4625,304625,204625,123,BGD,86154832.0,79474311168.0,7.886,28.733999999999998
4626,304626,204626,123,BGD,88555344.0,80492429312.0,8.552,27.055
4627,304627,204627,123,BGD,91045480.0,84456194048.0,8.188,30.722
4628,304628,204628,123,BGD,93534248.0,89004498944.0,9.077,32.856
4629,304629,204629,123,BGD,95959104.0,91717607424.0,10.189,29.572
4630,304630,204630,123,BGD,98271752.0,95757516800.0,11.406,32.804
4631,304631,204631,123,BGD,100490256.0,99663036416.0,11.8,45.94800000000001
4632,304632,204632,123,BGD,102688832.0,102457450496.0,13.478,56.017
4633,304633,204633,123,BGD,104893672.0,105141755904.0,13.382,38.187
4634,304634,204634,123,BGD,107147656.0,112105267200.0,14.082,37.312
4635,304635,204635,123,BGD,109242832.0,117331550208.0,14.742,11.115000000000002
4636,304636,204636,123,BGD,111272104.0,123425128448.0,15.38,14.391
4637,304637,204637,123,BGD,113418760.0,129907343360.0,16.063,17.198999999999998
4638,304638,204638,123,BGD,115614904.0,137432670208.0,17.538,21.349
4639,304639,204639,123,BGD,117793336.0,145833066496.0,21.042,26.391000000000002
4640,304640,204640,123,BGD,119876872.0,155028881408.0,21.493,29.7
4641,304641,204641,123,BGD,122039232.0,165329633280.0,23.126,35.474000000000004
4642,304642,204642,123,BGD,124350472.0,175900622848.0,23.198,41.298
4643,304643,204643,123,BGD,126754824.0,187796340736.0,25.075,39.438
4644,304644,204644,123,BGD,129193336.0,200830320640.0,26.525,38.58
4645,304645,204645,123,BGD,131670488.0,213178122240.0,31.035,44.372
4646,304646,204646,123,BGD,134139824.0,226307964928.0,31.981,43.596000000000004
4647,304647,204647,123,BGD,136503216.0,242360090624.0,33.459,45.550000000000004
4648,304648,204648,123,BGD,138789728.0,260420370432.0,35.945,48.073
4649,304649,204649,123,BGD,140912592.0,280327127040.0,37.677,47.167
4650,304650,204650,123,BGD,142628832.0,303335342080.0,41.689,53.487
4651,304651,204651,123,BGD,144135936.0,327171244032.0,42.642,55.246
4652,304652,204652,123,BGD,145421328.0,349580427264.0,45.301,59.517
4653,304653,204653,123,BGD,146706816.0,372835123200.0,49.148,60.983000000000004
4654,304654,204654,123,BGD,148391136.0,400257024000.0,53.992,64.984
4655,304655,204655,123,BGD,150211008.0,431620194304.0,56.556,66.26599999999999
4656,304656,204656,123,BGD,152090656.0,458682957824.0,60.708,73.459
4657,304657,204657,123,BGD,154030144.0,486328205312.0,61.799,76.30799999999999
4658,304658,204658,123,BGD,155961312.0,517114527744.0,66.009,82.497
4659,304659,204659,123,BGD,157830000.0,552394686464.0,73.158,96.021
4660,304660,204660,123,BGD,159784576.0,591216050176.0,76.194,96.346
4661,304661,204661,123,BGD,161793968.0,636054798336.0,80.731,99.92999999999999
4662,304662,204662,123,BGD,163683952.0,686521778176.0,82.494,95.17099999999999
4663,304663,204663,123,BGD,165516224.0,,91.657,111.95599999999999
4664,304664,204664,123,BGD,167420944.0,,90.825,111.527
4665,304665,204665,123,BGD,169356240.0,,93.176,112.668
4744,304744,204744,124,BRB,170209.0,,0.004,0.040999999999999995
4745,304745,204745,124,BRB,171989.0,,0.004,0.040999999999999995
4746,304746,204746,124,BRB,173809.0,,0.007,0.044
4747,304747,204747,124,BRB,175669.0,,0.004,0.040999999999999995
4748,304748,204748,124,BRB,177569.0,,0.004,0.040999999999999995
4749,304749,204749,124,BRB,179512.0,,0.004,0.040999999999999995
4750,304750,204750,124,BRB,181476.0,,0.004,0.040999999999999995
4755,304755,204755,124,BRB,191519.0,,0.004,0.040999999999999995
4763,304763,204763,124,BRB,205212.0,,0.004,0.040999999999999995
4764,304764,204764,124,BRB,206911.0,,0.004,0.040999999999999995
4765,304765,204765,124,BRB,208689.0,,0.004,0.040999999999999995
4766,304766,204766,124,BRB,210556.0,715289984.0,0.073,0.183
4767,304767,204767,124,BRB,215438.0,755294976.0,0.11,0.22
4768,304768,204768,124,BRB,219481.0,796790016.0,0.088,0.198
4769,304769,204769,124,BRB,222736.0,840462976.0,0.11,0.22
4770,304770,204770,124,BRB,225315.0,888075008.0,0.114,0.187
4771,304771,204771,124,BRB,227330.0,938190976.0,0.128,0.201
4772,304772,204772,124,BRB,228628.0,992140032.0,0.128,0.165
4773,304773,204773,124,BRB,229474.0,1049996032.0,0.136,0.17300000000000001
4774,304774,204774,124,BRB,230355.0,1106940032.0,0.15,0.187
4775,304775,204775,124,BRB,231418.0,1167243008.0,0.15,0.187
4776,304776,204776,124,BRB,232560.0,1233312000.0,0.172,0.209
4777,304777,204777,124,BRB,233702.0,1307090048.0,0.194,0.231
4778,304778,204778,124,BRB,234839.0,1356366976.0,0.26,0.297
4779,304779,204779,124,BRB,235884.0,1393623040.0,0.191,0.228
4780,304780,204780,124,BRB,236840.0,1480715008.0,0.18,0.217
4781,304781,204781,124,BRB,237698.0,1519980032.0,0.205,0.242
4782,304782,204782,124,BRB,238497.0,1622028032.0,0.267,0.267
4783,304783,204783,124,BRB,239253.0,1783096064.0,0.337,0.337
4784,304784,204784,124,BRB,239921.0,2022960000.0,0.44,0.44
4785,304785,204785,124,BRB,240598.0,2210032896.0,0.48,0.48
4786,304786,204786,124,BRB,241402.0,2437082880.0,0.429,0.46599999999999997
4787,304787,204787,124,BRB,242357.0,2533873920.0,0.484,0.521
4788,304788,204788,124,BRB,243468.0,2557213952.0,0.502,0.539
4789,304789,204789,124,BRB,244650.0,2594939904.0,0.48,0.517
4790,304790,204790,124,BRB,245861.0,2479680000.0,0.491,0.528
4791,304791,204791,124,BRB,247096.0,2426775040.0,0.568,0.605
4792,304792,204792,124,BRB,248363.0,2535055872.0,0.531,0.5680000000000001
4793,304793,204793,124,BRB,249669.0,2624709120.0,0.59,0.627
4794,304794,204794,124,BRB,251019.0,2753499904.0,0.63,0.667
4795,304795,204795,124,BRB,252340.0,2971087104.0,0.601,0.601
4796,304796,204796,124,BRB,253582.0,3104135936.0,0.674,0.674
4797,304797,204797,124,BRB,254695.0,3040379904.0,0.685,0.685
4798,304798,204798,124,BRB,255654.0,2890272000.0,0.645,0.645
4799,304799,204799,124,BRB,256516.0,2911845120.0,0.685,0.685
4800,304800,204800,124,BRB,257291.0,3013632000.0,0.747,0.747
4801,304801,204801,124,BRB,257917.0,3044935936.0,0.846,0.846
4802,304802,204802,124,BRB,258377.0,3200231936.0,0.915,0.915
4803,304803,204803,124,BRB,258668.0,3284897024.0,0.941,0.941
4804,304804,204804,124,BRB,258771.0,3402619904.0,0.945,0.945
4805,304805,204805,124,BRB,258767.0,3522978048.0,0.989,0.989
4806,304806,204806,124,BRB,258871.0,3404428032.0,1.07,1.07
4807,304807,204807,124,BRB,259414.0,3234507008.0,1.202,1.202
4808,304808,204808,124,BRB,260226.0,3028225536.0,0.973,0.973
4809,304809,204809,124,BRB,261001.0,3017396992.0,1.101,1.101
4810,304810,204810,124,BRB,261720.0,3045284352.0,0.739,0.739
4811,304811,204811,124,BRB,262309.0,3074994176.0,0.807,0.807
4812,304812,204812,124,BRB,262808.0,3163662080.0,0.823,0.823
4813,304813,204813,124,BRB,263234.0,3273617408.0,0.888,0.888
4814,304814,204814,124,BRB,263647.0,3356270336.0,1.099,1.062
4815,304815,204815,124,BRB,264181.0,3340960000.0,1.162,1.125
4816,304816,204816,124,BRB,264663.0,3452406272.0,1.152,1.152
4817,304817,204817,124,BRB,265384.0,3330849792.0,1.186,1.149
4818,304818,204818,124,BRB,266467.0,3319030528.0,1.2,1.2
4819,304819,204819,124,BRB,267509.0,3362359808.0,1.245,1.2080000000000002
4820,304820,204820,124,BRB,268514.0,3369967104.0,1.27,1.233
4821,304821,204821,124,BRB,269489.0,3466246144.0,1.319,1.282
4822,304822,204822,124,BRB,270436.0,3622055424.0,1.343,1.343
4823,304823,204823,124,BRB,271460.0,3642717696.0,1.363,1.363
4824,304824,204824,124,BRB,272647.0,3618468352.0,1.612,1.612
4825,304825,204825,124,BRB,273801.0,3446882304.0,1.597,1.56
4826,304826,204826,124,BRB,274717.0,3418936064.0,1.464,1.391
4827,304827,204827,124,BRB,275501.0,3406690048.0,1.517,1.444
4828,304828,204828,124,BRB,276207.0,3415680000.0,1.459,1.3860000000000001
4829,304829,204829,124,BRB,276873.0,3412801024.0,1.437,1.364
4830,304830,204830,124,BRB,277501.0,3416199936.0,1.302,1.192
4831,304831,204831,124,BRB,278095.0,3448058880.0,1.305,1.1949999999999998
4832,304832,204832,124,BRB,278660.0,3492872960.0,1.324,1.214
4833,304833,204833,124,BRB,279199.0,3525892864.0,1.206,1.0959999999999999
4834,304834,204834,124,BRB,279702.0,3516161024.0,1.287,1.1769999999999998
4835,304835,204835,124,BRB,280193.0,,1.177,1.067
4836,304836,204836,124,BRB,280704.0,,1.022,0.912
4837,304837,204837,124,BRB,281204.0,,1.125,0.978
4842,304842,204842,125,BLR,3097828.0,,0.003,32.576
4847,304847,204847,125,BLR,3248897.0,,0.01,32.4
4850,304850,204850,125,BLR,3343046.0,,0.013,32.623
4851,304851,204851,125,BLR,3375031.0,,0.014,32.587
4852,304852,204852,125,BLR,3407320.0,,0.019,32.592
4853,304853,204853,125,BLR,3439919.0,,0.024,32.707
4854,304854,204854,125,BLR,3472828.0,,0.022,32.851
4855,304855,204855,125,BLR,3506052.0,,0.023,32.962
4856,304856,204856,125,BLR,3539594.0,,0.025,32.964
4857,304857,204857,125,BLR,3573455.0,,0.024,32.89
4858,304858,204858,125,BLR,3607640.0,,0.077,33.126
4859,304859,204859,125,BLR,3642152.0,,0.088,33.32
4860,304860,204860,125,BLR,3676993.0,,0.073,33.086
4861,304861,204861,125,BLR,3712167.0,,0.099,33.550999999999995
4862,304862,204862,125,BLR,3747677.0,,0.108,34.11
4863,304863,204863,125,BLR,3783526.0,,0.146,33.965
4864,304864,204864,125,BLR,3819717.0,,0.15,33.894999999999996
4865,304865,204865,125,BLR,3856254.0,,0.14,33.959
4866,304866,204866,125,BLR,3893140.0,,0.17,34.135000000000005
4867,304867,204867,125,BLR,3930378.0,,0.196,34.125
4868,304868,204868,125,BLR,3967971.0,,0.243,34.208000000000006
4869,304869,204869,125,BLR,4005924.0,,0.248,34.213
4870,304870,204870,125,BLR,4044239.0,,0.325,34.583000000000006
4871,304871,204871,125,BLR,4082920.0,,0.333,34.738
4872,304872,204872,125,BLR,4121970.0,,0.391,34.906
4873,304873,204873,125,BLR,4161393.0,,0.412,34.817
4874,304874,204874,125,BLR,4201193.0,,0.434,35.022
4875,304875,204875,125,BLR,4241372.0,,0.494,35.302
4876,304876,204876,125,BLR,4281935.0,,0.501,35.162
4877,304877,204877,125,BLR,4322886.0,,0.546,35.244
4878,304878,204878,125,BLR,4364227.0,,0.56,35.515
4879,304879,204879,125,BLR,4405964.0,,0.592,35.656
4880,304880,204880,125,BLR,4448098.0,,0.618,35.756
4881,304881,204881,125,BLR,4490635.0,,0.667,36.098
4882,304882,204882,125,BLR,4533578.0,,0.756,36.26
4883,304883,204883,125,BLR,4576931.0,,0.832,35.75
4884,304884,204884,125,BLR,4620698.0,,0.881,35.872
4885,304885,204885,125,BLR,4664883.0,,1.032,35.766999999999996
4886,304886,204886,125,BLR,4709490.0,,1.051,35.969
4887,304887,204887,125,BLR,4754522.0,,1.208,35.906
4888,304888,204888,125,BLR,4799985.0,,1.23,36.111
4889,304889,204889,125,BLR,4845881.0,,1.422,36.23
4890,304890,204890,125,BLR,4892215.0,,1.595,36.586
4891,304891,204891,125,BLR,4938992.0,,1.85,37.024
4892,304892,204892,125,BLR,4986216.0,,2.096,37.599999999999994
4893,304893,204893,125,BLR,5033890.0,,2.152,38.096000000000004
4894,304894,204894,125,BLR,5082019.0,,2.078,37.985
4895,304895,204895,125,BLR,5130608.0,,2.033,37.94
4896,304896,204896,125,BLR,5179660.0,,2.262,38.023
4897,304897,204897,125,BLR,5229181.0,,2.019,38.329
4898,304898,204898,125,BLR,5279174.0,,2.303,38.723
4899,304899,204899,125,BLR,5329645.0,,2.579,38.889
4900,304900,204900,125,BLR,5380597.0,,2.595,39.052
4901,304901,204901,125,BLR,5432036.0,,2.74,39.453
4902,304902,204902,125,BLR,5483965.0,,2.687,38.338
4903,304903,204903,125,BLR,5536390.0,,2.786,37.594
4904,304904,204904,125,BLR,5589316.0,,3.155,37.633
4905,304905,204905,125,BLR,5642747.0,,3.428,37.76
4906,304906,204906,125,BLR,5696687.0,,3.094,37.316
4907,304907,204907,125,BLR,5751143.0,,2.84,36.80500000000001
4908,304908,204908,125,BLR,5806118.0,,3.026,36.845
4909,304909,204909,125,BLR,5861618.0,,2.785,36.274
4910,304910,204910,125,BLR,5915408.0,,1.111,34.965999999999994
4911,304911,204911,125,BLR,5969691.0,,0.949,34.035
4912,304912,204912,125,BLR,6024473.0,,0.865,34.537
4913,304913,204913,125,BLR,6079757.0,,0.938,34.793
4914,304914,204914,125,BLR,6135548.0,,1.144,34.925999999999995
4915,304915,204915,125,BLR,6191852.0,,1.264,35.119
4916,304916,204916,125,BLR,6248672.0,,1.506,35.142
4917,304917,204917,125,BLR,6306014.0,,1.486,35.525
4918,304918,204918,125,BLR,6363881.0,,2.154,36.083
4919,304919,204919,125,BLR,6422280.0,,2.678,36.717
4920,304920,204920,125,BLR,6481215.0,,2.967,36.896
4921,304921,204921,125,BLR,6540690.0,,3.197,37.345000000000006
4922,304922,204922,125,BLR,6600712.0,,4.354,39.345
4923,304923,204923,125,BLR,6661284.0,,5.231,40.039
4924,304924,204924,125,BLR,6722412.0,,5.889,41.283
4925,304925,204925,125,BLR,6784101.0,,6.581,41.682
4926,304926,204926,125,BLR,6846356.0,,7.958,43.829
4927,304927,204927,125,BLR,6909182.0,,9.003,44.544
4928,304928,204928,125,BLR,6972585.0,,10.319,46.703
4929,304929,204929,125,BLR,7036570.0,,10.555,46.609
4930,304930,204930,125,BLR,7101141.0,,11.14,47.89
4931,304931,204931,125,BLR,7166306.0,,11.277,47.624
4932,304932,204932,125,BLR,7232068.0,,13.515,47.26
4933,304933,204933,125,BLR,7298434.0,,11.878,44.488
4934,304934,204934,125,BLR,7365409.0,,6.47,38.75
4935,304935,204935,125,BLR,7432998.0,,6.753,38.886
4936,304936,204936,125,BLR,7501208.0,,9.793,40.754
4937,304937,204937,125,BLR,7570044.0,,10.354,40.179
4938,304938,204938,125,BLR,7639511.0,,11.626,40.975
4939,304939,204939,125,BLR,7709616.0,,13.995,42.574
4940,304940,204940,125,BLR,7780364.0,,14.885,42.988
4941,304941,204941,125,BLR,7846138.0,,16.92,44.510000000000005
4942,304942,204942,125,BLR,7906861.0,,18.85,40.248000000000005
4943,304943,204943,125,BLR,7879090.0,,20.423,39.183
4944,304944,204944,125,BLR,7875526.0,,21.873,39.497
4945,304945,204945,125,BLR,7893242.0,,23.141,40.105
4946,304946,204946,125,BLR,7927676.0,,25.27,42.857
4947,304947,204947,125,BLR,7976362.0,,28.656,48.405
4948,304948,204948,125,BLR,8037361.0,,31.433,53.087
4949,304949,204949,125,BLR,8109537.0,,34.402,57.998000000000005
4950,304950,204950,125,BLR,8194568.0,,36.729,61.241
4951,304951,204951,125,BLR,8288642.0,,38.621,63.976
4952,304952,204952,125,BLR,8389186.0,,40.221,60.117
4953,304953,204953,125,BLR,8495750.0,,41.498,75.94
4954,304954,204954,125,BLR,8599863.0,,43.584,64.799
4955,304955,204955,125,BLR,8694987.0,,46.758,64.418
4956,304956,204956,125,BLR,8779748.0,,49.738,66.189
4957,304957,204957,125,BLR,8854532.0,,52.769,66.839
4958,304958,204958,125,BLR,8921804.0,,55.737,69.184
4959,304959,204959,125,BLR,8985775.0,,58.313,70.95400000000001
4960,304960,204960,125,BLR,9047806.0,,59.981,73.538
4961,304961,204961,125,BLR,9108449.0,,62.488,74.689
4962,304962,204962,125,BLR,9170790.0,,65.745,84.798
4963,304963,204963,125,BLR,9236772.0,,69.776,83.73599999999999
4964,304964,204964,125,BLR,9303947.0,,73.433,86.07400000000001
4965,304965,204965,125,BLR,9369577.0,77041352704.0,76.558,90.774
4966,304966,204966,125,BLR,9435594.0,,79.499,91.81
4967,304967,204967,125,BLR,9500735.0,,83.57,96.13799999999999
4968,304968,204968,125,BLR,9564385.0,,86.748,99.096
4969,304969,204969,125,BLR,9628882.0,,89.672,100.847
4970,304970,204970,125,BLR,9693322.0,,92.753,103.232
4971,304971,204971,125,BLR,9756258.0,,93.487,104.62599999999999
4972,304972,204972,125,BLR,9817256.0,91489837056.0,97.124,114.675
4973,304973,204973,125,BLR,9877123.0,95612420096.0,95.295,108.925
4974,304974,204974,125,BLR,9938940.0,99909804032.0,97.065,110.036
4975,304975,204975,125,BLR,10004049.0,105018474496.0,98.422,110.074
4976,304976,204976,125,BLR,10069354.0,108630564864.0,99.26,111.20500000000001
4977,304977,204977,125,BLR,10133217.0,109799186432.0,106.977,118.592
4978,304978,204978,125,BLR,10201675.0,112796188672.0,121.404,133.459
4979,304979,204979,125,BLR,10270610.0,114070847488.0,111.755,122.197
4980,304980,204980,125,BLR,10333484.0,113655357440.0,114.793,124.063
4981,304981,204981,125,BLR,10387611.0,121119309824.0,109.11,117.757
4982,304982,204982,125,BLR,10428527.0,116974870528.0,108.345,117.065
4983,304983,204983,125,BLR,10457619.0,114005491712.0,104.072,104.47500000000001
4984,304984,204984,125,BLR,10475912.0,101880774656.0,93.483,94.985
4985,304985,204985,125,BLR,10480485.0,93050200064.0,80.562,85.142
4986,304986,204986,125,BLR,10475397.0,81212694528.0,67.879,80.227
4987,304987,204987,125,BLR,10461694.0,71373348864.0,60.906,67.611
4988,304988,204988,125,BLR,10436455.0,72504139776.0,61.735,66.205
4989,304989,204989,125,BLR,10400926.0,79868108800.0,61.588,66.058
4990,304990,204990,125,BLR,10357472.0,85602467840.0,60.073,68.42699999999999
4991,304991,204991,125,BLR,10308281.0,87455039488.0,57.966,65.038
4992,304992,204992,125,BLR,10256489.0,91419115520.0,54.906,51.754999999999995
4993,304993,204993,125,BLR,10201212.0,94624129024.0,54.003,48.36
4994,304994,204994,125,BLR,10135391.0,98263244800.0,53.844,47.835
4995,304995,204995,125,BLR,10065881.0,103937826816.0,55.088,49.226
4996,304996,204996,125,BLR,9999713.0,114486460416.0,58.254,53.381
4997,304997,204997,125,BLR,9935166.0,123858051072.0,59.31,56.562000000000005
4998,304998,204998,125,BLR,9874700.0,134674022400.0,61.744,57.127
4999,304999,204999,125,BLR,9825990.0,144615653376.0,60.218,57.726000000000006
5000,305000,205000,125,BLR,9787829.0,157577084928.0,62.836,61.516999999999996
5001,305001,205001,125,BLR,9757710.0,156010315776.0,60.578,58.160000000000004
5002,305002,205002,125,BLR,9731426.0,166239846400.0,62.445,60.063
5003,305003,205003,125,BLR,9706983.0,173124534272.0,61.308,57.424
5004,305004,205004,125,BLR,9693754.0,176014524416.0,62.545,58.368
5005,305005,205005,125,BLR,9691143.0,177742299136.0,64.126,61.12200000000001
5006,305006,205006,125,BLR,9693741.0,180852932608.0,63.649,59.729
5007,305007,205007,125,BLR,9700609.0,173928284160.0,58.799,55.172
5008,305008,205008,125,BLR,9708111.0,168715976704.0,58.134,55.13
5009,305009,205009,125,BLR,9707874.0,172987875328.0,59.262,56.074
5010,305010,205010,125,BLR,9695573.0,178435260416.0,62.094,58.723
5011,305011,205011,125,BLR,9673971.0,,62.039,58.412
5012,305012,205012,125,BLR,9633745.0,,58.592,54.964999999999996
5013,305013,205013,125,BLR,9578172.0,,59.602,56.047999999999995
5035,305035,205035,126,BEL,4443056.0,13097856000.0,9.332,13.839
5036,305036,205036,126,BEL,4475157.0,13457861632.0,10.168,14.637999999999998
5037,305037,205037,126,BEL,4505413.0,13819901952.0,11.41,15.66
5038,305038,205038,126,BEL,4533797.0,14177817600.0,11.787,16.477
5039,305039,205039,126,BEL,4562359.0,15057899520.0,13.058,17.968
5040,305040,205040,126,BEL,4591101.0,15158192128.0,13.377,17.847
5041,305041,205041,126,BEL,4620024.0,15984038912.0,13.212,18.085
5042,305042,205042,126,BEL,4649129.0,16390123520.0,13.755,18.811
5043,305043,205043,126,BEL,4678418.0,16501680128.0,14.451,19.214
5044,305044,205044,126,BEL,4708755.0,16494419968.0,14.898,19.112000000000002
5045,305045,205045,126,BEL,4740154.0,17324699648.0,15.213,20.305999999999997
5046,305046,205046,126,BEL,4772628.0,17577867264.0,16.459,21.332
5047,305047,205047,126,BEL,4806190.0,18043367424.0,16.345,20.778
5048,305048,205048,126,BEL,4840852.0,18562207744.0,17.228,21.661
5049,305049,205049,126,BEL,4875764.0,19179350016.0,18.082,22.552
5050,305050,205050,126,BEL,4910928.0,19178330112.0,19.06,23.09
5051,305051,205051,126,BEL,4946346.0,19750500352.0,20.529,24.413
5052,305052,205052,126,BEL,4982019.0,19844280320.0,22.233,26.923000000000002
5053,305053,205053,126,BEL,5017949.0,20569184256.0,20.101,24.534
5054,305054,205054,126,BEL,5055298.0,21348104192.0,21.651,26.158
5055,305055,205055,126,BEL,5094086.0,21866936320.0,24.747,30.206
5056,305056,205056,126,BEL,5134332.0,21960675328.0,23.717,29.433
5057,305057,205057,126,BEL,5176056.0,23306178560.0,25.589,31.232
5058,305058,205058,126,BEL,5219281.0,23459405824.0,28.107,34.446
5059,305059,205059,126,BEL,5262866.0,24237426688.0,25.915,32.657
5060,305060,205060,126,BEL,5306815.0,24181680128.0,26.93,33.269
5061,305061,205061,126,BEL,5351131.0,24496134144.0,26.319,33.244
5062,305062,205062,126,BEL,5395817.0,24796217344.0,25.051,32.232
5063,305063,205063,126,BEL,5440877.0,25517537280.0,27.238,34.053
5064,305064,205064,126,BEL,5487623.0,25779447808.0,27.733,34.145
5065,305065,205065,126,BEL,5536082.0,27073325056.0,30.426,37.864
5066,305066,205066,126,BEL,5586281.0,27435763712.0,30.631,37.849000000000004
5067,305067,205067,126,BEL,5638248.0,28359327744.0,32.437,39.178999999999995
